assessid,stockid,mgmt,assessor,country,region,area,area_code,stocklong,species,comm_name1,comm_name2,shp_source,shp_path,zone_col,zones,notes
DFO-QUE-ARCSURFQCW-1993-2011-CHING,ARCSURFQCW,DFO,DFO-QUE,Canada,Canada East Coast,Quebec Coastal Waters,QCW,Arctic surfclam Quebec Coastal Waters,Mactromeris polynyma,Arctic surfclam,NA,Digitized from stock assessment,canada/west_coast/dfo_east_stimpsons_surfclam_areas_erase.shp,NA,already dissolved,
DFO-QUE-GURCH4RST-1991-2011-CHING,GURCH4RST,DFO,DFO-QUE,Canada,Canada East Coast,Gulf of St. Lawrence,4RST,Green sea urchin Gulf of St. Lawrence,Strongylocentrotus droebachiensis,Green sea urchin,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"4R, 4S, 4T",
DFO-QUE-HERR4RFA-1971-2003-PREFONTAINE,HERR4RFA,DFO,DFO-QUE,Canada,Canada East Coast,NAFO division 4R,4R,Herring NAFO 4R fall spawners,Clupea harengus,Herring,Atlantic herring,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,4R,
DFO-QUE-HERR4RSP-1963-2004-PREFONTAINE,HERR4RSP,DFO,DFO-QUE,Canada,Canada East Coast,NAFO division 4R,4R,Herring NAFO 4R spring spawners,Clupea harengus,Herring,Atlantic herring,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,4R,
DFO-QUE-HERR4S-1979-2010-CHING,HERR4S,DFO,DFO-QUE,Canada,Canada East Coast,Quebec North Shore,4S,Herring Quebec North Shore,Clupea harengus,Herring,Atlantic herring,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,4S,
DFO-QUE-LOBSTERLFA15-18-1984-2011-CHING,LOBSTERLFA15-18,DFO,DFO-QUE,Canada,Canada East Coast,Quebec North Shore and Anticosti Island (LFA 15-18),LFA15-18,American lobster Quebec North Shore and Anticosti Island (LFA 15-18),Homarus americanus,American lobster,NA,Scott Coffen-Smout (DFO),canada/east_coast_dfo/dfo_east_lobster_fishing_areas.shp,ZONE,"15, 16, 17, 18",
DFO-QUE-LOBSTERLFA19-21-1945-2011-CHING,LOBSTERLFA19-21,DFO,DFO-QUE,Canada,Canada East Coast,Gaspe (LFA 19-21),LFA19-21,American lobster Gaspe (LFA 19-21),Homarus americanus,American lobster,NA,Scott Coffen-Smout (DFO),canada/east_coast_dfo/dfo_east_lobster_fishing_areas.shp,ZONE,"19, 20A, 20B",
DFO-QUE-LOBSTERLFA22-1945-2011-CHING,LOBSTERLFA22,DFO,DFO-QUE,Canada,Canada East Coast,Magdalen Islands (LFA 22),LFA22,American lobster Magdalen Islands (LFA 22),Homarus americanus,American lobster,NA,Scott Coffen-Smout (DFO),canada/east_coast_dfo/dfo_east_lobster_fishing_areas.shp,ZONE,22,
DFO-QUE-REDFISHSPP3Pn4RSTVn-1953-2000-PREFONTAINE,REDFISHSPP3Pn4RSTVn,DFO,DFO-QUE,Canada,Canada East Coast,Gulf of St. Lawrence and Cabot Strait,3Pn4RSTVn,Redfish species NAFO 3Pn4RSTVn,Sebastes spp,Sebastes species,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"3Pn, 4R, 4S, 4T, 4Vn",
DFO-QUE-ROCKCRABQCW-1998-2012-OSGOOD,ROCKCRABQCW,DFO,DFO-QUE,Canada,Canada East Coast,Quebec Coastal Waters,QCW,Rock crab Quebec Coastal Waters,Cancer irroratus,Rock crab,NA,Digitized from stock assessment,canada/west_coast/dfo_east_rock_crab_areas_erase.shp,NA,already dissolved,
DFO-QUE-SNOWCRABSCMA12-17-1979-2011-CHING,SNOWCRABSCMA12-17,DFO,DFO-QUE,Canada,Canada East Coast,Northern Gulf of St. Lawrence,SCMA12-17,Snow crab Northern Gulf of St. Lawrence,Chionoecetes opilio,Snow crab,NA,Scott Coffen-Smout (DFO),canada/east_coast_dfo/Snow_crab_poly.shp,ZONE,"12, 13, 14, 15, 16, 17",
DFO-QUE-SSCLAMQCW-1930-2010-CHING,SSCLAMQCW,DFO,DFO-QUE,Canada,Canada East Coast,Quebec Coastal Waters,QCW,Softshell clam  Quebec Coastal Waters,Mya arenaria,Softshell clam ,NA,Digitized from stock assessment,canada/west_coast/dfo_east_softshell_clam_areas_erase.shp,NA,already dissolved,
DFO-QUE-WHAKE4RS-1960-2014-OSGOOD,WHAKE4RS,DFO,DFO-QUE,Canada,Canada East Coast,Northern Gulf of St. Lawrence,4RS,White hake Northern Gulf of St. Lawrence,Urophycis tenuis,White hake,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"4R, 4S",
DFO-QUE-WWHELKQCW-1987-2011-CHING,WWHELKQCW,DFO,DFO-QUE,Canada,Canada East Coast,Quebec Coastal Waters,QCW,Waved whelk Quebec Coastal Waters,Buccinum undatum,Waved whelk,NA,Digitized from stock assessment,canada/west_coast/dfo_east_whelk_areas_erase.shp,NA,already dissolved,
DFO-REDDEEP2J3K-3LNO-1960-2010-WATSON,REDDEEP2J3K-3LNO,DFO,DFO,Canada,Canada East Coast,NAFO Divisions 2J3K-3LNO,2J3K-3LNO,Deepwater redfish NAFO-2J3K-3LNO,Sebastes mentella,Deepwater redfish,Redfish,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"2J, 3K, 3L, 3N, 3O",
DFO-REDDEEPUT12-1960-2010-WATSON,REDDEEPUT12,DFO,DFO,Canada,Canada East Coast,Units 1 and 2,UT12,Deepwater redfish Units 1-2,Sebastes mentella,Deepwater redfish,Redfish,Scott Coffen-Smout (DFO),canada/east_coast_dfo/dfo_east_redfish_units.shp,UNIT,Unit 1+2,
DFO-SG-LOBSTERLFA23-26AB-1892-2011-CHING,LOBSTERLFA23-26AB,DFO,DFO-SG,Canada,Canada East Coast,Southern Gulf of St. Lawrence,LFA23-26AB,American lobster Southern Gulf of St. Lawrence,Homarus americanus,American lobster,NA,Scott Coffen-Smout (DFO),canada/east_coast_dfo/dfo_east_lobster_fishing_areas.shp,ZONE,"23, 24, 25, 26A, 26B",
DFO-SG-ROCKCRABLFA23-26-1985-2010-OSGOOD,ROCKCRABLFA23-26,DFO,DFO-SG,Canada,Canada East Coast,Southern Gulf of St. Lawrence,4T,Rock crab Southern Gulf of St. Lawrence,Cancer irroratus,Rock crab,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,4T,
DFO-SG-TSKA4T-1971-2010-OSGOOD,TSKA4T,DFO,DFO-SG,Canada,Canada East Coast,Southern Gulf of St. Lawrence,4T,Thorny skate Southern Gulf of St. Lawrence,Amblyraja radiata,Thorny skate,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,4T,
DFO-SG-WHAKE4T-1960-2013-OSGOOD,WHAKE4T,DFO,DFO-SG,Canada,Canada East Coast,Southern Gulf of St. Lawrence,4T,White hake Southern Gulf of St. Lawrence,Urophycis tenuis,White hake,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,4T,
DFO-SG-WINFLOUN4T-1960-2012-OSGOOD,WINFLOUN4T,DFO,DFO-SG,Canada,Canada East Coast,Southern Gulf of St. Lawrence,4T,Winter flounder Southern Gulf of St. Lawrence,Pseudopleuronectes americanus,Winter flounder,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,4T,
DFO-SG-WITFLOUN4RST-1960-2011-OSGOOD,WITFLOUN4RST,DFO,DFO-SG,Canada,Canada East Coast,Gulf of St. Lawrence,4RST,Witch flounder Gulf of St. Lawrence,Glyptocephalus cynoglossus,Witch flounder,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"4R, 4S, 4T",
DFO-SNOWCRAB2HJ-1995-2013-WATSON,SNOWCRAB2HJ,DFO,DFO,Canada,Canada East Coast,Division 2HJ,2HJ,Snow Crab Division 2HJ,Chionoecetes opilio,Snow crab,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"2H, 2J",
DFO-SNOWCRAB3K-1995-2013-WATSON,SNOWCRAB3K,DFO,DFO,Canada,Canada East Coast,Division 3K,3K,Snow Crab Division 3K,Chionoecetes opilio,Snow crab,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,3K,
DFO-SNOWCRAB3LNO-1995-2013-WATSON,SNOWCRAB3LNO,DFO,DFO,Canada,Canada East Coast,Division 3LNO,3LNO,Snow Crab Division 3LNO,Chionoecetes opilio,Snow crab,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"3L, 3N, 3O",
DFO-SNOWCRAB3Ps-1995-2013-WATSON,SNOWCRAB3Ps,DFO,DFO,Canada,Canada East Coast,St. Pierre Bank,3Ps,Snow Crab Division 3Ps,Chionoecetes opilio,Snow crab,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,3Ps,
DFO-SNOWCRAB4R3Pn-1995-2013-WATSON,SNOWCRAB4R3Pn,DFO,DFO,Canada,Canada East Coast,Division 4R3Pn,4R3Pn,Snow Crab Division 4R3Pn,Chionoecetes opilio,Snow crab,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"4R, 3Pn",
DFO-SNOWCRABSGSL-1987-2014-WATSON,SNOWCRABSGSL,DFO,DFO,Canada,Canada East Coast,Southern Gulf of St. Lawrence,4T,Snow crab Southern Gulf of St. Lawrence,Chionoecetes opilio,Snow crab,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,4T,
DFO-SSHRIMPSMAGTSE-1992-2011-WATSON,SSHRIMPSMAGTSE,DFO,DFO,Canada,Canada West Coast,Shrimp Management Area GTSE,SMA-GTSE,Sidestripe shrimp SMA GTSE,Pandalopsis dispar,Sidestripe shrimp,NA,Digitized Shrimp Management Area map,canada/west_coast/dfo_west_shrimp_areas_polygons.shp,CODE,GTSE,
DFO-SSHRIMPSMAPRD-1987-2011-WATSON,SSHRIMPSMAPRD,DFO,DFO,Canada,Canada West Coast,Shrimp Management Area PRD,SMA-PRD,Sidestripe shrimp SMA PRD,Pandalopsis dispar,Sidestripe shrimp,NA,Digitized Shrimp Management Area map,canada/west_coast/dfo_west_shrimp_areas_polygons.shp,CODE,PRD,
DFO-SSSHRIMPSMA14-1987-2011-WATSON,SSSHRIMPSMA14,DFO,DFO,Canada,Canada West Coast,Shrimp Management Area 14,SMA-14,Sidestripe shrimp SMA 14,Pandalopsis dispar,Sidestripe shrimp,NA,Digitized Shrimp Management Area map,canada/west_coast/dfo_west_shrimp_areas_polygons.shp,CODE,14,
DFO-SSSHRIMPSMA16-1987-2011-WATSON,SSSHRIMPSMA16,DFO,DFO,Canada,Canada West Coast,Shrimp Management Area 16,SMA-16,Sidestripe shrimp SMA 16,Pandalopsis dispar,Sidestripe shrimp,NA,Digitized Shrimp Management Area map,canada/west_coast/dfo_west_shrimp_areas_polygons.shp,CODE,16,
DFO-SSSHRIMPSMA18-19-1987-2011-WATSON,SSSHRIMPSMA18-19,DFO,DFO,Canada,Canada West Coast,Shrimp Management Areas 18 and 19,SMA-18-19,Sidestripe shrimp SMA 18-19,Pandalopsis dispar,Sidestripe shrimp,NA,Digitized Shrimp Management Area map,canada/west_coast/dfo_west_shrimp_areas_polygons.shp,CODE,"18, 19",
DFO-SSSHRIMPSMAFR-1987-2011-WATSON,SSSHRIMPSMAFR,DFO,DFO,Canada,Canada West Coast,Shrimp Management Area FR,SMA-FR,Sidestripe shrimp SMA FR,Pandalopsis dispar,Sidestripe shrimp,NA,Digitized Shrimp Management Area map,canada/west_coast/dfo_west_shrimp_areas_polygons.shp,CODE,FR,
DFO-YEYEROCKPCOASTIN-1918-2009-WATSON,YEYEROCKPCOASTIN,DFO,DFO,Canada,Canada West Coast,Pacific Coast of Canada (Inside),PCOASTIN,Yelloweye rockfish Pacific Coast of Canada (Inside),Sebastes ruberrimus,Yelloweye rockfish,NA,Sean MacConnachie (DFO),canada/pfma_macconachie/pfma_areas_inside_outside.shp,UNIT,Inside,
DPIF-MULLQNSW-1945-2003-BANOBI,MULLQNSW,DPIF,DPIF,Australia,Australia,Queensland and New South Wales,QNSW,Sea Mullet Queensland and New South Wales,Mugil cephalus,Sea mullet,,50 km buffer on Australia coast line based on image,australia/processed/mullet_50km_buffer.shp,NA,50 km buffer on Australia coast line based on image,
EWG-BS-WHITBLACK-1994-2011-HIVELY,WHITBLACK,STECF,EWG-BS,Europe,European Union,Black Sea,BLACK,Whiting Black Sea,Merlangius merlangus,Whiting,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA29,
FAJ-APOLLPJPN-1975-2014-KUROTA,APOLLPJPN,FAFRFJ,FAJ,Japan,Russia Japan,Pacific Coast of Japan,PJPN,Alaskan Pollock Pacific Coast of Japan,Theragra chalcogramma,Walleye pollock,NA,Digitized from stock assessment,japan/data/walleye_pollock_pacific_coast_erase.shp,ZONE,already dissolved,Digitized stock boundary from stock assessment
FAJ-BMACKECS-1992-2014-KUROTA,BMACKECS,FAFRFJ,FAJ,Japan,Russia Japan,East China Sea,ECS,Blue mackerel East China Sea,Scomber australasicus,Blue mackerel,,Digitized from stock assessment,japan/data/blue_mackerel_east_china_sea_erase.shp,ZONE,already dissolved,Digitized stock boundary from stock assessment
FAJ-BMACKPJPN-1982-2014-KUROTA,BMACKPJPN,FAFRFJ,FAJ,Japan,Russia Japan,Pacific Coast of Japan,PJPN,Blue mackerel Pacific Coast of Japan,Scomber australasicus,Blue mackerel,NA,Digitized from stock assessment,japan/data/blue_mackerel_pacific_coast_erase.shp,ZONE,already dissolved,Digitized stock boundary from stock assessment
FAJ-BRMSOJ-1980-2010-ONO,BRMSOJ,FAFRFJ,FAJ,Japan,Russia Japan,Sea of Japan,SOJ,Yellow sea bream Sea of Japan,Dentex tumifrons,Yellow sea bream,,Sea of Japan region,japan/data/eez_lr_japan_regions.shp,REGION,Sea of Japan,Used Sea of Japan region
FAJ-CMACKPJPN-1970-2009-ONO,CMACKPJPN,FAFRFJ,FAJ,Japan,Russia Japan,Pacific Coast of Japan,PJPN,Chub mackerel Pacific Coast of Japan,Scomber japonicus,Chub mackerel,Pacific chub mackerel,Japanese EEZ - Pacific Coast (outlying island EEZ excluded),japan/data/pacific_coast_skinny.shp,ZONE,already dissolved,Japan's Pacific Coast EEZ from the mainland (outlying island EEZ excluded)
FAJ-CMACKTSST-1973-2014-KUROTA,CMACKTSST,FAFRFJ,FAJ,Japan,Russia Japan,Tsushima Strait,TSST,Chub mackerel Tsushima Strait,Scomber japonicus,Chub mackerel,Pacific chub mackerel,Digitized from stock assessment,japan/data/chub_mackerel_tsushima_strait_erase.shp,ZONE,already dissolved,Digitized stock boundary from stock assessment
FAJ-JANCHOPJPN-1978-2014-KUROTA,JANCHOPJPN,FAFRFJ,FAJ,Japan,Russia Japan,Pacific Coast of Japan,PJPN,Japanese anchovy Pacific Coast of Japan,Engraulis japonicus,Japanese anchovy,,Digitized from stock assessment,japan/data/japanese_anchovy_pacific_coast_erase.shp,ZONE,already dissolved,Digitized stock boundary from stock assessment
FAJ-JANCHOSETO-1955-2014-KUROTA,JANCHOSETO,FAFRFJ,FAJ,Japan,Russia Japan,Inland Sea of Japan,SETO,Japanese anchovy Inland Sea of Japan,Engraulis japonicus,Japanese anchovy,,Digitized from stock assessment,japan/data/japanese_anchovy_inland_sea_erase.shp,ZONE,already dissolved,Digitized stock boundary from stock assessment
FAJ-JANCHOTSST-1977-2014-KUROTA,JANCHOTSST,FAFRFJ,FAJ,Japan,Russia Japan,Tsushima Strait,TSST,Japanese anchovy Tsushima Strait,Engraulis japonicus,Japanese anchovy,,Japanese EEZ - Tsushima Strait (wide version),japan/data/tsushima_strait_wide.shp,ZONE,already dissolved,A wider version of Tsushima Strait in Japan's EEZ
FAJ-JMACKPJPN-1982-2009-ONO,JMACKPJPN,FAFRFJ,FAJ,Japan,Russia Japan,Pacific Coast of Japan,PJPN,Jack mackerel Pacific Coast of Japan,Trachurus japonicus,Japanese jack mackerel,,Japanese EEZ - Pacific Coast (outlying island EEZ excluded),japan/data/pacific_coast_skinny.shp,ZONE,already dissolved,Japan's Pacific Coast EEZ from the mainland (outlying island EEZ excluded)
FAJ-JMACKTSST-1973-2010-ONO,JMACKTSST,FAFRFJ,FAJ,Japan,Russia Japan,Tsushima Strait,TSST,Japanese jack mackerel Tsushima Strait,Trachurus japonicus,Japanese jack mackerel,,TS chub mackerel boundary (digitized from stock assessment) ,japan/data/chub_mackerel_tsushima_strait_erase.shp,ZONE,already dissolved,Used  Tsushima Strait Chub mackerel boundary (which was digitized from the assessment) 
FAJ-OFLOUNECS-1986-2010-ONO,OFLOUNECS,FAFRFJ,FAJ,Japan,Russia Japan,East China Sea,ECS,Olive flounder East China Sea,Paralichthys olivaceus,Olive flounder,,Japanese EEZ - East China Sea (wide version),japan/data/east_china_sea_wide.shp,ZONE,already dissolved,A wider version of East China Sea in Japan's EEZ
FAJ-OFLOUNNSJ-1999-2010-ONO,OFLOUNNSJ,FAFRFJ,FAJ,Japan,Russia Japan,Sea of Japan North,NSJ,Olive flounder Sea of Japan North,Paralichthys olivaceus,Olive flounder,,Sea of Japan region,japan/data/eez_lr_japan_regions.shp,REGION,Sea of Japan,Used entire Sea of Japan region
FAJ-OFLOUNPAC-1990-2009-ONO,OFLOUNPAC,FAFRFJ,FAJ,Japan,Russia Japan,Pacific Ocean,PAC,Olive flounder Pacific Ocean,Paralichthys olivaceus,Olive flounder,,Japanese EEZ - Pacific Coast (outlying island EEZ excluded),japan/data/pacific_coast_skinny.shp,ZONE,already dissolved,Japan's Pacific Coast EEZ from the mainland (outlying island EEZ excluded)
FAJ-OFLOUNSETO-1987-2010-ONO,OFLOUNSETO,FAFRFJ,FAJ,Japan,Russia Japan,Inland Sea of Japan,SETO,flounder Inland Sea of Japan,Paralichthys olivaceus,Olive flounder,,Inland Sea of Japan region,japan/data/eez_lr_japan_regions.shp,REGION,Inland Sea of Japan,Used Inland Sea of Japan region
FAJ-PILCHPJPN-1976-2009-ONO,PILCHPJPN,FAFRFJ,FAJ,Japan,Russia Japan,Pacific Coast of Japan,PJPN,South american pilchard Pacific Coast of Japan,Sardinops melanostictus,Japanese pilchard,Japanese sardine,Japanese EEZ - Pacific Coast (outlying island EEZ excluded),japan/data/pacific_coast_skinny.shp,ZONE,already dissolved,Japan's Pacific Coast EEZ from the mainland (outlying island EEZ excluded)
FAJ-PILCHTSST-1960-2010-ONO,PILCHTSST,FAFRFJ,FAJ,Japan,Russia Japan,Tsushima Strait,TSST,Japanese pilchard Tsushima Strait,Sardinops melanostictus,Japanese pilchard,Japanese sardine,Japanese EEZ - Tsushima Strait (wide version),japan/data/tsushima_strait_wide.shp,ZONE,already dissolved,A wider version of Tsushima Strait in Japan's EEZ
FAJ-RBRMECS-1969-2010-ONO,RBRMECS,FAFRFJ,FAJ,Japan,Russia Japan,East China Sea,ECS,Red seabream East China Sea,Pagrus major,Red seabream,Sea bream,Japanese EEZ - East China Sea (wide version),japan/data/east_china_sea_wide.shp,ZONE,already dissolved,A wider version of East China Sea in Japan's EEZ
FAJ-RBRMSETOE-1977-2010-ONO,RBRMSETOE,FAFRFJ,FAJ,Japan,Russia Japan,Inland Sea of Japan (East),SETOE,Red seabream Inland Sea of Japan (East),Pagrus major,Red seabream,Sea bream,Inland Sea of Japan region (divided by me),japan/data/inland_sea_split.shp,ZONE,East,Inland Sea of Japan divided at natural physical/geographical break point (bottleneck)
FAJ-RBRMSETOW-1977-2010-ONO,RBRMSETOW,FAFRFJ,FAJ,Japan,Russia Japan,Inland Sea of Japan (West),SETOW,Red seabream Inland Sea of Japan (West),Pagrus major,Red seabream,Sea bream,Inland Sea of Japan region (divided by me),japan/data/inland_sea_split.shp,ZONE,West,Inland Sea of Japan divided at natural physical/geographical break point (bottleneck)
FAJ-RHERRTSST-1975-2014-KUROTA,RHERRTSST,FAFRFJ,FAJ,Japan,Russia Japan,Tsushima Strait,TSST,Round herring Tsushima Strait,Etrumeus teres,Round herring,,Digitized from stock assessment,japan/data/round_herring_tsushima_strait_erase.shp,ZONE,already dissolved,Digitized stock boundary from stock assessment
FAJ-SAURNWPAC-1980-2010-ONO,SAURNWPAC,FAFRFJ,FAJ,Japan,Russia Japan,Northwest Pacific,NWPAC,Pacific saury Northwest Pacific,Cololabis saira,Pacific saury,,Digitized from Ito et al. 2004,japan/pacific_saury_erase.shp,ZONE,already dissolved,Digitized pacific saury life history areas from Ito et al. 2004
FAJ-SPANMACKSETO-1987-2010-ONO,SPANMACKSETO,FAFRFJ,FAJ,Japan,Russia Japan,Inland Sea of Japan,SETO,Japanese Spanish mackerel Inland Sea of Japan,Scomberomorus niphonius,Japanese Spanish mackerel,,Inland Sea of Japan region,japan/data/eez_lr_japan_regions.shp,REGION,Inland Sea of Japan,Used Inland Sea of Japan region
FAO-DRSS-BCROAKWASG1-1994-2007-CHING,BCROAKWASG1,FAO,FAO-DRSS,West Africa,West Africa,West Africa Subgroup 1,SG1,Bobo croaker West Africa Subgroup 1,Pseudotolithus elongatus,Bobo croaker,NA,CMF - EEZs of sub-group countries in assessment,west_africa/eez_west_africa_subgroups.shp,ISOCODE,"LBR, SLE, GIN","WG-South: Liberia, Sierra Leone, Guinea"
FAO-DRSS-BGRUNTWASG2-1990-2006-CHING,BGRUNTWASG2,FAO,FAO-DRSS,West Africa,West Africa,West Africa Subgroup 2,SG2,Bigeye Grunt West Africa Subgroup 2,Brachydeuterus auritus,Bigeye grunt,NA,CMF - EEZs of sub-group countries in assessment,west_africa/eez_west_africa_subgroups.shp,ISOCODE,"CIV, GHA, TGO, BEN","WG-South: Cote d'Ivoire, Ghana, Togo, Benin"
FAO-DRSS-BGRUNTWASG3-1995-2007-CHING,BGRUNTWASG3,FAO,FAO-DRSS,West Africa,West Africa,West Africa Subgroup 3,SG3,Bigeye Grunt West Africa Subgroup 3,Brachydeuterus auritus,Bigeye grunt,NA,CMF - EEZs of sub-group countries in assessment,west_africa/eez_west_africa_subgroups.shp,ISOCODE,"COG, AGO","WG-South: Congo, Angola (Nigeria also stock)"
FAO-DRSS-BHAKEWASG3-1995-2007-CHING,BHAKEWASG3,FAO,FAO-DRSS,West Africa,West Africa,West Africa Subgroup 3,SG3,Benguela Hake West Africa Subgroup 3,Merluccius polli,Benguela hake,NA,CMF - EEZs of sub-group countries in assessment,west_africa/eez_west_africa_subgroups.shp,ISOCODE,AGO,WG-South: Angola
FAO-DRSS-BRMSPPWASG1-1994-2007-CHING,BRMSPPWASG1,FAO,FAO-DRSS,West Africa,West Africa,West Africa Subgroup 1,SG1,Seabream West Africa Subgroup 1,Dentex spp,Seabream,NA,CMF - EEZs of sub-group countries in assessment,west_africa/eez_west_africa_subgroups.shp,ISOCODE,"LBR, SLE, GIN","WG-South: Liberia, Sierra Leone, Guinea"
FAO-DRSS-BRMSPPWASG2-1990-2007-CHING,BRMSPPWASG2,FAO,FAO-DRSS,West Africa,West Africa,West Africa Subgroup 2,SG2,Seabream West Africa Subgroup 2,Dentex spp,Seabream,NA,CMF - EEZs of sub-group countries in assessment,west_africa/eez_west_africa_subgroups.shp,ISOCODE,"CIV, GHA, TGO, BEN","WG-South: Cote d'Ivoire, Ghana, Togo, Benin"
FAO-DRSS-BRMSPPWASG3-1995-2007-CHING,BRMSPPWASG3,FAO,FAO-DRSS,West Africa,West Africa,West Africa Subgroup 3,SG3,Seabream West Africa Subgroup 3,Dentex spp,Seabream,NA,CMF - EEZs of sub-group countries in assessment,west_africa/eez_west_africa_subgroups.shp,ISOCODE,"GAB, COG, COD, AGO","WG-South: Gabon, Congo, Democratic Republic of Congo, Angola"
FAO-DRSS-CATWASG1-1994-2008-CHING,CATWASG1,FAO,FAO-DRSS,West Africa,West Africa,West Africa Subgroup 1,SG1,Catfish West Africa Subgroup 1,Arius spp,Catfish,NA,CMF - EEZs of sub-group countries in assessment,west_africa/eez_west_africa_subgroups.shp,ISOCODE,"LBR, SLE, GIN","WG-South: Liberia, Sierra Leone, Guinea"
FAO-DRSS-CATWASG3-1995-2007-CHING,CATWASG3,FAO,FAO-DRSS,West Africa,West Africa,West Africa Subgroup 3,SG3,Catfish West Africa Subgroup 3,Arius spp,Catfish,NA,CMF - EEZs of sub-group countries in assessment,west_africa/eez_west_africa_subgroups.shp,ISOCODE,"CMR, GAB",WG-South: Cameroon and Gabon
FAO-DRSS-CROAKSPPWASG1-1994-2007-CHING,CROAKSPPWASG1,FAO,FAO-DRSS,West Africa,West Africa,West Africa Subgroup 1,SG1,Croaker West Africa Subgroup 1,Pseudotolithus spp,Croaker,NA,CMF - EEZs of sub-group countries in assessment,west_africa/eez_west_africa_subgroups.shp,ISOCODE,"LBR, SLE, GIN","WG-South: Liberia, Sierra Leone, Guinea"
FAO-DRSS-CROAKSPPWASG2-1990-2006-CHING,CROAKSPPWASG2,FAO,FAO-DRSS,West Africa,West Africa,West Africa Subgroup 2,SG2,Croaker West Africa Subgroup 2,Pseudotolithus spp,Croaker,NA,CMF - EEZs of sub-group countries in assessment,west_africa/eez_west_africa_subgroups.shp,ISOCODE,"CIV, GHA, TGO, BEN","WG-South: Cote d'Ivoire, Ghana, Togo, Benin"
FAO-DRSS-CROAKSPPWASG3-1990-2007-CHING,CROAKSPPWASG3,FAO,FAO-DRSS,West Africa,West Africa,West Africa Subgroup 3,SG3,Croaker West Africa Subgroup 3,Pseudotolithus spp,Croaker,NA,CMF - EEZs of sub-group countries in assessment,west_africa/eez_west_africa_subgroups.shp,ISOCODE,"GAB, COG, COD, AGO","WG-South: Gabon, Congo, Democratic Republic of Congo, Angola (Nigeria/Cameroon also a stock)"
FAO-DRSS-CSHRIMPWA-1990-2007-CHING,CSHRIMPWA,FAO,FAO-DRSS,West Africa,West Africa,West Africa,WA,Coastal Shrimp West Africa,Penaeus spp,Coastal shrimp,NA,CMF - EEZs of sub-group countries in assessment,west_africa/eez_west_africa_subgroups.shp,ISOCODE,"NGA, CMR, COD","WG-South Shrimp: Nigeria, Cameroon, Dem. Rep. Congo"
FAO-DRSS-CUTTLEWA-1990-2007-CHING,CUTTLEWA,FAO,FAO-DRSS,West Africa,West Africa,West Africa,WA,Cuttlefish West Africa,Sepia spp,Cuttlefish,NA,CMF - EEZs of sub-group countries in assessment,west_africa/eez_west_africa_subgroups.shp,ISOCODE,GHA,WG-South Cephalopods: Ghana
FAO-DRSS-DRSHRIMPWA-1990-2007-CHING,DRSHRIMPWA,FAO,FAO-DRSS,West Africa,West Africa,West Africa,WA,Deepwater Rose Shrimp West Africa,Parapenaeus longirostris,Deep-water rose shrimp,NA,CMF - EEZs of sub-group countries in assessment,west_africa/eez_west_africa_subgroups.shp,ISOCODE,"GIN, GNB, SLE, LBR, COG, AGO","WG-South Shrimp: Guinea, Guinea-Bissau, Sierra Leone, Liberia, Congo, Angola"
FAO-DRSS-GGRUNTWASG1-1994-2007-CHING,GGRUNTWASG1,FAO,FAO-DRSS,West Africa,West Africa,West Africa Subgroup 1,SG1,Grey Grunt West Africa Subgroup 1,Pomadasys spp,Grey grunt,NA,CMF - EEZs of sub-group countries in assessment,west_africa/eez_west_africa_subgroups.shp,ISOCODE,"LBR, SLE, GIN","WG-South: Liberia, Sierra Leone, Guinea"
FAO-DRSS-GGRUNTWASG3-1995-2007-CHING,GGRUNTWASG3,FAO,FAO-DRSS,West Africa,West Africa,West Africa Subgroup 3,SG3,Grey Grunt West Africa Subgroup 3,Pomadasys spp,Grey grunt,NA,CMF - EEZs of sub-group countries in assessment,west_africa/eez_west_africa_subgroups.shp,ISOCODE,"GAB, COG, COD, AGO","WG-South: Gabon, Congo, Democratic Republic of Congo, Angola"
